respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income_band,fashion_identity,style_primary,style_secondary,purchase_influence,sustainability_score,shop_frequency,monthly_fashion_spend,max_outfit_spend,mystery_box_wtp,discount_sensitivity,clothing_oversized_tees,clothing_baggy_jeans,clothing_coords_sets,clothing_dresses_skirts,clothing_jackets_blazers,clothing_kurtis_ethnic,clothing_cargo_joggers,clothing_crop_tops,colour_neutrals,colour_earthy_tones,colour_pastels,colour_bold_neon,colour_vintage_washed,colour_prints_patterns,colour_monochrome,accessory_bags_totes,accessory_jewellery,accessory_belts_clips,accessory_caps_hats,accessory_sunglasses,upcycle_interest,bundle_preference,occasion_festivals,occasion_everyday_casual,occasion_college_work,occasion_weddings_events,occasion_travel,occasion_gifting,prior_thrift_experience,top_concern,discovery_channel,purchase_motivator,digital_trust_score,size_confidence,ugc_propensity,return_policy_sensitivity,subscription_intent,gifting_behaviour,purchase_intent
1488,Bargain Hunter,28-34,Male,Metro,Unemployed/Between jobs,Below 10k,Avoid fast fashion actively,Y2K / Retro,Cottagecore / Boho,Price/Affordability,4,Once a month,1000-2500,1500-3000,Under 500,Likely yes,1,1,0,1,0,0,0,0,0.0,0,0.0,1,1,1,0,0,1,0,0,0.0,Interested if priced right,Sometimes if it appeals,0,1,1,0,0.0,0,No but open,Quality/Wear and tear,WhatsApp drops,Great curation,Reviews and tagged photos,Somewhat confident,No,Comfortable with it,Would subscribe immediately,Rarely,Interested
1489,Conscious Spender,18-22,Female,Tier 2,Working professional,50k-1L,Fashion as self-expression,Minimal / Clean girl,None,Peer recommendations,2,Once a month,1000-2500,700-1500,Would not buy,Unsure,0,0,1,0,1,0,0,0,1.0,0,1.0,0,1,1,0,1,0,0,0,0.0,Curious but unsure,Prefer complete looks,0,1,1,1,0.0,1,No but open,No major concerns,Instagram/Reels,Unique pieces,Reviews and tagged photos,Very confident,Engage but rarely post,Comfortable with it,Maybe after first box,Yes occasionally,Interested
1490,Conscious Spender,23-27,Male,Metro,Working professional,10k-25k,Avoid fast fashion actively,Minimal / Clean girl,Dark academia,Peer recommendations,2,Once a month,Above 5000,1500-3000,800-1200,Unsure,1,0,1,1,1,0,0,0,1.0,0,1.0,1,0,0,1,0,0,1,0,0.0,Curious but unsure,Prefer to mix myself,0,1,1,0,1.0,0,No but open,Size availability,Word of mouth,Great curation,Clear size guide and photos,Very confident,Occasionally,Comfortable with it,No interest,Yes frequently,Interested
1491,Aesthetic Chaser,35-44,Male,Tier 2,Student,10k-25k,Fashion as self-expression,Streetwear,Minimal / Clean girl,Sustainability,3,Multiple times a month,2500-5000,300-700,Would not buy,Definitely yes,0,1,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0,0.0,Interested if priced right,Prefer complete looks,1,1,1,0,0.0,0,Yes regularly,Quality/Wear and tear,Instagram/Reels,Great curation,Clear size guide and photos,Somewhat confident,Occasionally,Makes me hesitate,Maybe after first box,Rarely,Interested
1492,Conscious Spender,23-27,Female,Metro,Student,50k-1L,Avoid fast fashion actively,Y2K / Retro,None,Brand reputation,3,Once every 2-3 months,1000-2500,1500-3000,1200-1800,Unsure,0,0,0,0,1,0,1,0,1.0,1,0.0,0,1,0,1,0,1,1,1,1.0,Very interested,Sometimes if it appeals,1,1,1,0,1.0,0,No and unlikely,Quality/Wear and tear,Instagram/Reels,Influencer wearing it,Reviews and tagged photos,Unsure - it concerns me,Occasionally,Comfortable with it,Maybe after first box,Rarely,Interested
1493,Aesthetic Chaser,23-27,Female,Tier 2,Student,Below 10k,Fashion as self-expression,Y2K / Retro,None,Personal expression,3,Once every 2-3 months,2500-5000,1500-3000,500-800,Likely yes,1,0,1,1,1,0,1,0,0.0,0,0.0,1,1,0,1,1,1,1,0,0.0,Very interested,Prefer complete looks,1,0,1,1,0.0,1,Yes a few times,Hygiene/Cleanliness,YouTube hauls,Great curation,Reviews and tagged photos,Somewhat confident,Yes regularly,Comfortable with it,Maybe after first box,Yes occasionally,Interested
1494,Aesthetic Chaser,23-27,Non-binary/Gender fluid,Tier 2,Working professional,10k-25k,Dress for comfort/practicality,Streetwear,Dark academia,Sustainability,2,Once a month,Above 5000,1500-3000,500-800,Definitely yes,1,0,0,0,1,0,0,0,1.0,0,1.0,0,1,0,0,1,0,1,1,1.0,Not interested,Prefer to mix myself,1,1,1,0,0.0,0,No but open,Limited style options,Instagram/Reels,Easy returns,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Depends on price,Maybe after first box,Yes occasionally,Maybe
1495,Bargain Hunter,18-22,Female,Tier 3 / Small town,Working professional,Above 1L,Avoid fast fashion actively,Streetwear,Formal / Classic,Brand reputation,4,Multiple times a month,500-1000,Under 300,500-800,Definitely yes,1,1,0,0,1,0,0,1,1.0,1,1.0,1,1,1,0,0,0,0,1,1.0,Curious but unsure,Prefer complete looks,0,1,1,0,1.0,0,Yes regularly,Hygiene/Cleanliness,Pop-up events,Low prices,Reviews and tagged photos,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,No interest,Rarely,Interested
1496,Bargain Hunter,18-22,Female,Metro,Student,Below 10k,Dress for comfort/practicality,Cottagecore / Boho,None,Price/Affordability,3,Once a month,1000-2500,300-700,1200-1800,Definitely yes,1,1,0,0,1,0,0,0,0.0,0,0.0,0,0,1,0,1,0,1,0,0.0,Not interested,Sometimes if it appeals,1,1,0,0,0.0,1,No but open,Quality/Wear and tear,Instagram/Reels,Great curation,COD/Easy return,Very confident,No,Depends on price,Would subscribe immediately,Never,Interested
1497,Bargain Hunter,18-22,Female,Tier 2,Working professional,50k-1L,Dress for comfort/practicality,Sporty / Athleisure,None,Price/Affordability,1,Multiple times a month,500-1000,300-700,Under 500,Definitely yes,1,0,0,0,0,0,0,0,1.0,1,0.0,0,0,0,1,1,0,0,1,1.0,Curious but unsure,Sometimes if it appeals,1,1,1,0,0.0,1,Yes regularly,Size availability,WhatsApp drops,Low prices,COD/Easy return,Somewhat confident,Engage but rarely post,Comfortable with it,Prefer one-off,Rarely,Interested
1498,Conscious Spender,18-22,Female,Metro,Working professional,Below 10k,Avoid fast fashion actively,Minimal / Clean girl,Streetwear,Sustainability,1,Once every 2-3 months,1000-2500,300-700,1200-1800,Unsure,0,0,1,1,1,1,0,1,1.0,1,0.0,0,0,0,0,1,1,1,0,0.0,Interested if priced right,Prefer complete looks,0,1,0,1,1.0,0,Yes a few times,Hygiene/Cleanliness,YouTube hauls,Sustainability,Clear size guide and photos,Very confident,Engage but rarely post,Yes would stop me,Would subscribe immediately,Yes occasionally,Maybe
1499,Conscious Spender,35-44,Female,Metro,Working professional,50k-1L,Avoid fast fashion actively,Minimal / Clean girl,Dark academia,Brand reputation,1,Rarely,2500-5000,300-700,800-1200,No,0,1,1,1,0,0,0,0,1.0,0,0.0,0,0,0,1,1,0,0,1,0.0,Very interested,No preference,0,1,1,1,0.0,0,No but open,Size availability,Instagram/Reels,Unique pieces,COD/Easy return,Not confident at all,Engage but rarely post,Makes me hesitate,Prefer one-off,Yes occasionally,Not Interested
1500,Occasional Gifter,23-27,Male,Tier 2,Working professional,10k-25k,Avoid fast fashion actively,Sporty / Athleisure,None,Social media trends,3,Few times a year,Under 500,300-700,1200-1800,Likely yes,0,0,0,0,1,0,1,0,1.0,1,0.0,1,1,1,0,0,1,0,1,0.0,Very interested,Sometimes if it appeals,1,1,1,1,0.0,0,No and unlikely,Size availability,YouTube hauls,Social proof,COD/Easy return,Somewhat confident,No,Makes me hesitate,Maybe after first box,Yes occasionally,Interested
1501,Bargain Hunter,28-34,Female,Metro,Student,Below 10k,Dress for comfort/practicality,Streetwear,None,Price/Affordability,3,Once a month,1000-2500,700-1500,800-1200,No,1,1,0,0,1,0,1,1,0.0,0,0.0,1,0,1,0,0,1,1,1,1.0,Interested if priced right,Prefer complete looks,0,0,1,0,1.0,1,Yes a few times,Limited style options,Word of mouth,Unique pieces,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Depends on price,Prefer one-off,Rarely,Interested
1502,Conscious Spender,28-34,Female,Tier 2,Student,Above 1L,Avoid fast fashion actively,Minimal / Clean girl,None,Sustainability,1,Few times a year,1000-2500,1500-3000,800-1200,Definitely yes,0,0,0,1,1,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,1.0,Not interested,Prefer complete looks,0,1,0,1,1.0,1,No and unlikely,Hygiene/Cleanliness,WhatsApp drops,Sustainability,COD/Easy return,Somewhat confident,Occasionally,Comfortable with it,Maybe after first box,Yes frequently,Maybe
1503,Aesthetic Chaser,18-22,Female,Metro,Student,10k-25k,Buy what is affordable,Minimal / Clean girl,Y2K / Retro,Sustainability,1,Once a month,2500-5000,700-1500,800-1200,Probably not,1,1,0,0,1,0,1,0,1.0,0,1.0,0,0,0,0,1,0,0,0,0.0,Interested if priced right,Sometimes if it appeals,0,1,1,1,0.0,0,Yes a few times,Quality/Wear and tear,Instagram/Reels,Great curation,Clear size guide and photos,Somewhat confident,Yes regularly,Makes me hesitate,Maybe after first box,Yes frequently,Maybe
1504,Conscious Spender,23-27,Male,Tier 2,Working professional,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,Y2K / Retro,Brand reputation,4,Few times a year,Above 5000,700-1500,1200-1800,Probably not,1,0,1,0,1,0,1,1,0.0,1,,0,0,0,0,1,0,1,1,1.0,Curious but unsure,Prefer complete looks,1,1,1,1,,0,No but open,Size availability,Word of mouth,Easy returns,Reviews and tagged photos,Very confident,No,Comfortable with it,Prefer one-off,Yes occasionally,Interested
1505,Conscious Spender,28-34,Female,Tier 2,Self-employed/Freelancer,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,None,Peer recommendations,2,Once every 2-3 months,Above 5000,700-1500,1200-1800,Likely yes,0,0,0,1,0,0,1,1,1.0,1,0.0,0,0,0,1,1,1,0,1,0.0,Curious but unsure,No preference,1,1,1,1,1.0,0,No but open,Quality/Wear and tear,Website/Online store,Great curation,COD/Easy return,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,No interest,Rarely,Maybe
1506,Conscious Spender,18-22,Female,Metro,Working professional,25k-50k,Follow trends to fit in,Y2K / Retro,Streetwear,Sustainability,2,Once a month,500-1000,Above 3000,Would not buy,Unsure,1,0,1,1,0,0,0,0,1.0,0,1.0,0,1,0,1,0,1,0,0,0.0,Interested if priced right,Prefer to mix myself,1,0,0,0,1.0,0,Yes regularly,Limited style options,YouTube hauls,Sustainability,Clear size guide and photos,Not confident at all,Engage but rarely post,Makes me hesitate,Prefer one-off,Yes occasionally,Maybe
1507,Bargain Hunter,28-34,Male,Rural,Student,Below 10k,Dress for comfort/practicality,Streetwear,None,Sustainability,3,Once a month,1000-2500,700-1500,800-1200,Likely yes,0,1,0,0,0,0,0,1,1.0,0,0.0,0,0,0,1,1,1,0,1,1.0,Not interested,Sometimes if it appeals,1,1,1,0,0.0,0,Yes a few times,Quality/Wear and tear,Website/Online store,Low prices,Follower count/Brand credibility,Somewhat confident,Occasionally,Yes would stop me,Maybe after first box,Rarely,Maybe
1508,Bargain Hunter,18-22,Female,Tier 2,Homemaker,Below 10k,Follow trends to fit in,Minimal / Clean girl,Streetwear,Price/Affordability,4,Few times a year,1000-2500,Under 300,500-800,Likely yes,0,0,1,0,1,0,0,1,0.0,0,0.0,0,1,0,1,0,0,0,0,0.0,Curious but unsure,Prefer complete looks,0,1,1,0,0.0,0,Yes a few times,Size availability,Word of mouth,Low prices,Clear size guide and photos,Somewhat confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Rarely,Interested
1509,Bargain Hunter,18-22,Male,Metro,Student,10k-25k,Dress for comfort/practicality,Sporty / Athleisure,None,Peer recommendations,4,Multiple times a month,1000-2500,300-700,800-1200,Likely yes,1,0,0,0,0,0,0,1,0.0,0,0.0,0,0,1,0,1,1,0,0,1.0,Very interested,Sometimes if it appeals,0,1,0,1,0.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Low prices,Follower count/Brand credibility,Not confident at all,Occasionally,Comfortable with it,Maybe after first box,Never,Interested
1510,Fence-Sitter,28-34,Female,Rural,Student,Above 1L,Avoid fast fashion actively,Cottagecore / Boho,Y2K / Retro,Price/Affordability,4,Few times a year,Above 5000,300-700,1200-1800,Unsure,0,1,0,1,0,0,0,1,0.0,1,1.0,0,0,1,0,1,1,0,0,1.0,Interested if priced right,Prefer complete looks,1,1,0,1,1.0,0,No and unlikely,Hygiene/Cleanliness,Instagram/Reels,Low prices,COD/Easy return,Not confident at all,Occasionally,Yes would stop me,Maybe after first box,Yes frequently,Not Interested
1511,Fence-Sitter,35-44,Male,Metro,Working professional,50k-1L,Dress for comfort/practicality,Minimal / Clean girl,None,Peer recommendations,2,Once a month,Above 5000,300-700,800-1200,No,0,0,0,1,1,0,1,0,1.0,0,0.0,0,0,0,0,0,1,1,0,0.0,Curious but unsure,Prefer to mix myself,0,1,1,1,0.0,0,Yes a few times,Hygiene/Cleanliness,Instagram/Reels,Low prices,Clear size guide and photos,Unsure - it concerns me,Engage but rarely post,Comfortable with it,Maybe after first box,Rarely,Maybe
1512,Fence-Sitter,18-22,Female,Tier 2,Homemaker,Below 10k,Dress for comfort/practicality,Cottagecore / Boho,Y2K / Retro,Price/Affordability,1,Once a month,500-1000,700-1500,800-1200,Unsure,0,1,1,0,0,1,1,0,0.0,1,1.0,0,1,1,1,0,0,1,0,0.0,Interested if priced right,Prefer to mix myself,1,1,1,1,0.0,0,No but open,Quality/Wear and tear,Pop-up events,Easy returns,Clear size guide and photos,Somewhat confident,Engage but rarely post,Makes me hesitate,No interest,Yes frequently,Maybe
1513,Skeptic,28-34,Female,Tier 3 / Small town,Self-employed/Freelancer,25k-50k,Dress for comfort/practicality,Cottagecore / Boho,Sporty / Athleisure,Celebrity/Influencer,4,Once a month,Above 5000,700-1500,Under 500,Likely yes,0,1,0,1,1,0,0,0,1.0,1,1.0,1,1,0,0,1,1,0,0,0.0,Curious but unsure,Sometimes if it appeals,0,0,1,0,1.0,1,No and unlikely,No major concerns,Website/Online store,Easy returns,Follower count/Brand credibility,Not confident at all,Engage but rarely post,Makes me hesitate,No interest,Yes occasionally,Maybe
1514,Aesthetic Chaser,18-22,Female,Metro,Student,25k-50k,Fashion as self-expression,Minimal / Clean girl,None,Celebrity/Influencer,3,Multiple times a month,2500-5000,700-1500,500-800,Unsure,1,0,0,1,0,0,0,1,1.0,0,0.0,0,0,1,0,0,1,0,0,1.0,Curious but unsure,Prefer to mix myself,1,1,0,0,0.0,1,No but open,Size availability,Instagram/Reels,Unique pieces,COD/Easy return,Somewhat confident,Occasionally,Makes me hesitate,Maybe after first box,Rarely,Interested
1515,Aesthetic Chaser,28-34,Female,Tier 2,Student,Below 10k,Fashion as self-expression,Streetwear,None,Social media trends,3,Once a month,Above 5000,300-700,1200-1800,Definitely yes,1,1,1,1,1,1,0,0,1.0,1,0.0,1,0,0,1,1,1,0,0,0.0,Interested if priced right,Prefer to mix myself,1,1,0,0,0.0,0,No but open,Size availability,Website/Online store,Sustainability,Reviews and tagged photos,Not confident at all,Engage but rarely post,Comfortable with it,Maybe after first box,Never,Interested
1516,Aesthetic Chaser,18-22,Female,Metro,Working professional,25k-50k,Fashion as self-expression,Minimal / Clean girl,None,Sustainability,3,Once every 2-3 months,2500-5000,700-1500,1200-1800,Likely yes,0,1,0,1,1,0,1,0,0.0,0,1.0,1,1,0,1,0,0,1,0,0.0,Very interested,Sometimes if it appeals,0,0,1,0,0.0,0,Yes a few times,No major concerns,Website/Online store,Unique pieces,COD/Easy return,Somewhat confident,Engage but rarely post,Yes would stop me,No interest,Never,Interested
1517,Bargain Hunter,23-27,Male,Tier 2,Student,Below 10k,Follow trends to fit in,Y2K / Retro,None,Price/Affordability,3,Multiple times a month,500-1000,300-700,500-800,Definitely yes,0,1,0,0,1,0,1,0,0.0,1,0.0,0,0,0,0,0,1,0,0,0.0,Interested if priced right,Sometimes if it appeals,0,1,0,1,1.0,1,Yes a few times,Quality/Wear and tear,Pop-up events,Great curation,Clear size guide and photos,Somewhat confident,No,Comfortable with it,Maybe after first box,Rarely,Interested
1518,Occasional Gifter,28-34,Female,Metro,Working professional,Above 1L,Buy what is affordable,Formal / Classic,Y2K / Retro,Celebrity/Influencer,3,Once every 2-3 months,1000-2500,1500-3000,500-800,Unsure,0,0,0,1,1,0,0,0,1.0,1,0.0,1,0,1,0,1,1,0,0,1.0,Interested if priced right,Sometimes if it appeals,1,0,1,1,1.0,1,Yes regularly,No major concerns,Instagram/Reels,Great curation,COD/Easy return,Not confident at all,No,Comfortable with it,Maybe after first box,Yes frequently,Interested
1519,Aesthetic Chaser,18-22,Female,Tier 2,Homemaker,Below 10k,Fashion as self-expression,Sporty / Athleisure,None,Sustainability,4,Once a month,2500-5000,1500-3000,800-1200,Likely yes,0,0,0,0,1,0,1,0,1.0,0,0.0,1,0,1,1,1,0,0,0,1.0,Interested if priced right,Prefer complete looks,0,0,1,0,0.0,0,Yes a few times,Size availability,Instagram/Reels,Great curation,Clear size guide and photos,Somewhat confident,No,Comfortable with it,Prefer one-off,Yes occasionally,Interested
1520,Occasional Gifter,28-34,Female,Metro,Self-employed/Freelancer,10k-25k,Avoid fast fashion actively,Sporty / Athleisure,Streetwear,Personal expression,3,Multiple times a month,1000-2500,Above 3000,Would not buy,Definitely yes,0,0,1,0,0,0,1,0,0.0,0,1.0,0,1,0,0,1,0,0,1,1.0,Not interested,Prefer complete looks,1,1,1,1,1.0,0,Yes a few times,Size availability,Instagram/Reels,Unique pieces,COD/Easy return,Somewhat confident,Engage but rarely post,Comfortable with it,No interest,Yes frequently,Interested
1521,Aesthetic Chaser,18-22,Male,Metro,Homemaker,25k-50k,Fashion as self-expression,Y2K / Retro,Cottagecore / Boho,Social media trends,3,Multiple times a month,Under 500,Above 3000,500-800,Unsure,0,1,0,1,0,0,0,1,1.0,0,0.0,1,1,1,0,0,1,1,0,1.0,Interested if priced right,Sometimes if it appeals,1,1,1,0,0.0,0,Yes regularly,No major concerns,Instagram/Reels,Easy returns,Follower count/Brand credibility,Unsure - it concerns me,Yes regularly,Makes me hesitate,Prefer one-off,Yes occasionally,Maybe
1522,Occasional Gifter,28-34,Male,Tier 2,Self-employed/Freelancer,50k-1L,Avoid fast fashion actively,Formal / Classic,Minimal / Clean girl,Personal expression,2,Once every 2-3 months,1000-2500,700-1500,500-800,No,1,0,0,0,0,0,0,0,1.0,1,0.0,0,1,0,1,1,0,1,0,0.0,Curious but unsure,Prefer to mix myself,0,1,0,0,1.0,0,No but open,Size availability,Word of mouth,Great curation,Clear size guide and photos,Not confident at all,No,Comfortable with it,Prefer one-off,Yes occasionally,Not Interested
1523,Conscious Spender,23-27,Female,Metro,Student,50k-1L,Dress for comfort/practicality,Formal / Classic,Sporty / Athleisure,Brand reputation,1,Once every 2-3 months,2500-5000,Above 3000,800-1200,Unsure,0,0,0,1,1,0,0,1,1.0,1,0.0,0,0,0,1,1,0,0,0,1.0,Curious but unsure,Sometimes if it appeals,1,1,0,1,0.0,1,Yes a few times,Quality/Wear and tear,Website/Online store,Great curation,Reviews and tagged photos,Very confident,Engage but rarely post,Yes would stop me,Maybe after first box,Yes frequently,Maybe
1524,Aesthetic Chaser,18-22,Female,Metro,Working professional,25k-50k,Fashion as self-expression,Y2K / Retro,Minimal / Clean girl,Price/Affordability,3,Once a month,1000-2500,300-700,800-1200,Definitely yes,0,1,1,0,1,0,0,1,0.0,0,1.0,0,0,1,0,0,0,1,1,0.0,Interested if priced right,Sometimes if it appeals,0,1,1,0,1.0,0,No but open,Hygiene/Cleanliness,Website/Online store,Social proof,COD/Easy return,Somewhat confident,Engage but rarely post,Comfortable with it,Prefer one-off,Yes occasionally,Interested
1525,Conscious Spender,23-27,Female,Metro,Working professional,25k-50k,Dress for comfort/practicality,Dark academia,Y2K / Retro,Peer recommendations,1,Once every 2-3 months,1000-2500,700-1500,1200-1800,Unsure,0,0,1,1,1,0,0,0,0.0,0,0.0,1,0,0,1,0,0,1,0,0.0,Curious but unsure,Sometimes if it appeals,0,0,1,0,1.0,0,Yes a few times,No major concerns,Instagram/Reels,Low prices,COD/Easy return,Somewhat confident,Yes regularly,Makes me hesitate,Prefer one-off,Yes occasionally,Maybe
1526,Aesthetic Chaser,18-22,Female,Metro,Student,Above 1L,Dress for comfort/practicality,Streetwear,None,Brand reputation,3,Once a month,1000-2500,Under 300,800-1200,Probably not,1,1,0,0,1,0,1,0,1.0,0,0.0,1,0,0,0,0,0,0,0,1.0,Interested if priced right,No preference,1,1,1,0,1.0,0,Yes a few times,Size availability,Word of mouth,Great curation,Clear size guide and photos,Unsure - it concerns me,Yes regularly,Yes would stop me,No interest,Rarely,Not Interested
1527,Conscious Spender,23-27,Female,Tier 2,Working professional,50k-1L,Avoid fast fashion actively,Cottagecore / Boho,None,Brand reputation,3,Once every 2-3 months,1000-2500,700-1500,1200-1800,Likely yes,0,0,0,1,0,0,0,1,0.0,1,1.0,1,0,1,1,0,1,1,0,1.0,Curious but unsure,Prefer complete looks,0,1,1,1,0.0,0,Yes regularly,Quality/Wear and tear,Instagram/Reels,Low prices,Clear size guide and photos,Unsure - it concerns me,Yes regularly,Comfortable with it,Maybe after first box,Rarely,Interested
1528,Conscious Spender,28-34,Male,Tier 2,Working professional,Below 10k,Buy what is affordable,Minimal / Clean girl,None,Price/Affordability,2,Rarely,1000-2500,Above 3000,800-1200,Likely yes,1,0,1,1,1,1,0,0,1.0,0,1.0,0,0,0,0,1,1,1,1,0.0,Very interested,Prefer complete looks,1,1,1,1,0.0,0,Yes a few times,Limited style options,Instagram/Reels,Sustainability,COD/Easy return,Very confident,No,Comfortable with it,No interest,Yes occasionally,Interested
1529,Fence-Sitter,18-22,Female,Tier 2,Student,10k-25k,Dress for comfort/practicality,Minimal / Clean girl,Y2K / Retro,Brand reputation,3,Few times a year,Under 500,300-700,1200-1800,Definitely yes,0,1,1,0,1,0,1,1,1.0,0,0.0,0,0,1,0,1,0,0,0,0.0,Curious but unsure,Sometimes if it appeals,0,0,1,0,1.0,0,No but open,Hygiene/Cleanliness,Instagram/Reels,Easy returns,COD/Easy return,Somewhat confident,Engage but rarely post,Yes would stop me,Prefer one-off,Rarely,Maybe
1530,Bargain Hunter,18-22,Male,Tier 3 / Small town,Student,Below 10k,Dress for comfort/practicality,Sporty / Athleisure,None,Price/Affordability,4,Once a month,Under 500,700-1500,500-800,Definitely yes,1,1,0,0,0,0,1,1,0.0,0,0.0,1,1,0,1,0,0,0,1,0.0,Very interested,Prefer to mix myself,0,1,1,0,1.0,1,Yes regularly,Limited style options,WhatsApp drops,Unique pieces,Clear size guide and photos,Unsure - it concerns me,Occasionally,Yes would stop me,Maybe after first box,Never,Interested
1531,Conscious Spender,28-34,Non-binary/Gender fluid,Metro,Homemaker,25k-50k,Fashion as self-expression,Minimal / Clean girl,None,Sustainability,1,Once a month,2500-5000,Above 3000,800-1200,Probably not,1,0,0,1,1,0,0,0,1.0,1,0.0,0,0,0,1,0,0,1,0,0.0,Very interested,No preference,0,0,0,1,0.0,0,No but open,No major concerns,WhatsApp drops,Easy returns,Clear size guide and photos,Somewhat confident,Engage but rarely post,Comfortable with it,Maybe after first box,Never,Interested
1532,Bargain Hunter,18-22,Male,Tier 2,Self-employed/Freelancer,Below 10k,Buy what is affordable,Formal / Classic,Dark academia,Price/Affordability,3,Once a month,500-1000,700-1500,500-800,Likely yes,0,0,0,0,1,0,0,1,1.0,1,1.0,0,0,1,1,0,1,1,1,0.0,Very interested,Prefer to mix myself,1,1,0,1,0.0,1,Yes a few times,Hygiene/Cleanliness,Pop-up events,Unique pieces,COD/Easy return,Unsure - it concerns me,Occasionally,Makes me hesitate,Would subscribe immediately,Yes frequently,Interested
1533,Fence-Sitter,23-27,Male,Tier 2,Working professional,50k-1L,Follow trends to fit in,Minimal / Clean girl,None,Social media trends,2,Once every 2-3 months,1000-2500,300-700,500-800,Definitely yes,0,0,1,1,0,1,0,0,1.0,1,0.0,1,1,1,1,1,0,0,0,1.0,Interested if priced right,No preference,1,0,0,0,1.0,0,No and unlikely,Hygiene/Cleanliness,Instagram/Reels,Easy returns,COD/Easy return,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,Prefer one-off,Yes frequently,Maybe
1534,Aesthetic Chaser,23-27,Prefer not to say,Metro,Working professional,50k-1L,Dress for comfort/practicality,Y2K / Retro,None,Sustainability,3,Once a month,2500-5000,300-700,Would not buy,No,1,0,0,1,0,0,1,0,1.0,0,0.0,1,1,1,0,0,1,1,0,1.0,Interested if priced right,Sometimes if it appeals,0,1,0,1,1.0,1,Yes regularly,Size availability,Instagram/Reels,Great curation,Follower count/Brand credibility,Not confident at all,Yes regularly,Makes me hesitate,Maybe after first box,Never,Maybe
1535,Conscious Spender,18-22,Male,Metro,Working professional,50k-1L,Dress for comfort/practicality,Streetwear,None,Social media trends,1,Once a month,2500-5000,1500-3000,800-1200,Likely yes,1,1,0,1,0,1,0,0,0.0,0,1.0,1,1,1,0,1,0,1,1,1.0,Very interested,Prefer to mix myself,0,0,0,0,0.0,0,Yes a few times,No major concerns,Instagram/Reels,Sustainability,COD/Easy return,Somewhat confident,Engage but rarely post,Makes me hesitate,Prefer one-off,Never,Maybe
1536,Aesthetic Chaser,23-27,Female,Metro,Student,10k-25k,Avoid fast fashion actively,Minimal / Clean girl,None,Social media trends,4,Once every 2-3 months,2500-5000,700-1500,800-1200,Likely yes,0,1,1,1,0,0,1,1,1.0,0,1.0,1,1,0,1,0,1,0,0,0.0,Very interested,Prefer to mix myself,0,0,1,0,0.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Unique pieces,Clear size guide and photos,Somewhat confident,Occasionally,Makes me hesitate,Maybe after first box,Rarely,Interested
1537,Aesthetic Chaser,18-22,Male,Metro,Student,10k-25k,Fashion as self-expression,Cottagecore / Boho,None,Social media trends,4,Once a month,1000-2500,700-1500,Would not buy,Definitely yes,1,1,0,1,1,0,1,0,0.0,1,1.0,0,1,1,1,0,0,1,0,0.0,Very interested,Prefer complete looks,1,1,1,1,0.0,1,Yes a few times,Size availability,Instagram/Reels,Great curation,COD/Easy return,Very confident,No,Makes me hesitate,Would subscribe immediately,Never,Interested
1538,Bargain Hunter,23-27,Female,Tier 3 / Small town,Student,10k-25k,Follow trends to fit in,Streetwear,None,Sustainability,3,Multiple times a month,Under 500,700-1500,1200-1800,Likely yes,1,1,0,0,0,0,1,1,0.0,0,0.0,1,0,0,0,0,0,0,1,1.0,Interested if priced right,No preference,1,1,1,1,1.0,0,Yes a few times,Quality/Wear and tear,Website/Online store,Sustainability,Follower count/Brand credibility,Unsure - it concerns me,Occasionally,Depends on price,Prefer one-off,Yes occasionally,Interested
1539,Aesthetic Chaser,18-22,Non-binary/Gender fluid,Metro,Student,10k-25k,Follow trends to fit in,Streetwear,Sporty / Athleisure,Social media trends,2,Once a month,1000-2500,700-1500,Under 500,Likely yes,1,0,1,0,1,0,0,0,1.0,1,0.0,0,0,0,1,0,1,0,0,0.0,Interested if priced right,Prefer complete looks,1,1,0,0,0.0,1,Yes a few times,No major concerns,Instagram/Reels,Unique pieces,Clear size guide and photos,Somewhat confident,Engage but rarely post,Makes me hesitate,Maybe after first box,Rarely,Interested
1540,Bargain Hunter,18-22,Female,Tier 2,Student,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,None,Price/Affordability,2,Few times a year,2500-5000,Under 300,1200-1800,Definitely yes,1,0,0,1,0,1,0,1,1.0,0,0.0,0,1,0,0,0,1,0,0,0.0,Not interested,Prefer complete looks,1,1,0,0,0.0,0,No but open,Social stigma,Website/Online store,Great curation,Reviews and tagged photos,Not confident at all,Engage but rarely post,Yes would stop me,Prefer one-off,Never,Not Interested
